file	CorP	name	mean	median	sd	quantile0.025	quantile0.975
Kihihi_48BarcodeTest_50maxCOI/48_38.txt	C	744	1	1	0.02237	1	1
Kihihi_48BarcodeTest_50maxCOI/48_38.txt	C	745	4	2	4.00375	2	15
Kihihi_48BarcodeTest_50maxCOI/48_38.txt	C	746	1	1	0.38279	1	2
Kihihi_48BarcodeTest_50maxCOI/48_38.txt	C	747	8	2	9.62347	1	35
Kihihi_48BarcodeTest_50maxCOI/48_38.txt	C	748	2	2	1.17514	1	5
Kihihi_48BarcodeTest_50maxCOI/48_38.txt	C	749	3	2	1.19401	2	6
Kihihi_48BarcodeTest_50maxCOI/48_38.txt	C	751	1	1	0.35581	1	2
Kihihi_48BarcodeTest_50maxCOI/48_38.txt	C	753	1	1	0.01184	1	1
Kihihi_48BarcodeTest_50maxCOI/48_38.txt	C	754	5	3	4.49114	2	19
Kihihi_48BarcodeTest_50maxCOI/48_38.txt	C	755	1	1	0.16021	1	1
Kihihi_48BarcodeTest_50maxCOI/48_38.txt	C	756	3	3	1.79634	2	8
Kihihi_48BarcodeTest_50maxCOI/48_38.txt	C	757	9	2	12.38167	1	45
Kihihi_48BarcodeTest_50maxCOI/48_38.txt	C	758	2	1	3.46606	1	12
Kihihi_48BarcodeTest_50maxCOI/48_38.txt	C	759	1	1	0.24239	1	2
Kihihi_48BarcodeTest_50maxCOI/48_38.txt	C	760	1	1	0.16449	1	1
Kihihi_48BarcodeTest_50maxCOI/48_38.txt	C	761	5	2	7.14442	1	32
Kihihi_48BarcodeTest_50maxCOI/48_38.txt	C	762	1	1	0.1997	1	1
Kihihi_48BarcodeTest_50maxCOI/48_38.txt	C	763	2	2	0.5539	2	4
Kihihi_48BarcodeTest_50maxCOI/48_38.txt	C	764	7	3	9.20612	1	37
Kihihi_48BarcodeTest_50maxCOI/48_38.txt	C	765	4	3	3.17762	2	13
Kihihi_48BarcodeTest_50maxCOI/48_38.txt	C	766	1	1	0.15743	1	1
Kihihi_48BarcodeTest_50maxCOI/48_38.txt	C	767	3	2	3.03645	1	12
Kihihi_48BarcodeTest_50maxCOI/48_38.txt	C	768	4	3	3.73972	2	13
Kihihi_48BarcodeTest_50maxCOI/48_38.txt	C	769	13	9	10.72157	3	40
Kihihi_48BarcodeTest_50maxCOI/48_38.txt	C	770	3	2	2.2397	2	10
Kihihi_48BarcodeTest_50maxCOI/48_38.txt	C	771	1	1	0.43785	1	2
Kihihi_48BarcodeTest_50maxCOI/48_38.txt	C	772	2	2	0.68212	1	4
Kihihi_48BarcodeTest_50maxCOI/48_38.txt	C	773	4	3	2.27826	2	10
Kihihi_48BarcodeTest_50maxCOI/48_38.txt	C	774	1	1	0.18038	1	1
Kihihi_48BarcodeTest_50maxCOI/48_38.txt	C	775	1	1	0.07794	1	1
Kihihi_48BarcodeTest_50maxCOI/48_38.txt	C	776	5	3	5.61678	1	21
Kihihi_48BarcodeTest_50maxCOI/48_38.txt	C	777	4	3	3.59268	2	16
Kihihi_48BarcodeTest_50maxCOI/48_38.txt	C	778	1	1	0.67536	1	3
Kihihi_48BarcodeTest_50maxCOI/48_38.txt	C	779	8	5	7.10344	2	30
Kihihi_48BarcodeTest_50maxCOI/48_38.txt	C	780	1	1	0.50238	1	3
Kihihi_48BarcodeTest_50maxCOI/48_38.txt	C	781	10	5	11.00968	2	44
Kihihi_48BarcodeTest_50maxCOI/48_38.txt	C	783	26	26	14.09604	4	49
Kihihi_48BarcodeTest_50maxCOI/48_38.txt	C	784	8	5	8.00882	2	33
Kihihi_48BarcodeTest_50maxCOI/48_38.txt	C	785	7	6	3.93912	3	18
Kihihi_48BarcodeTest_50maxCOI/48_38.txt	C	786	2	2	0.48061	1	3
Kihihi_48BarcodeTest_50maxCOI/48_38.txt	C	787	7	4	7.77903	2	34
Kihihi_48BarcodeTest_50maxCOI/48_38.txt	C	788	1	1	0.05868	1	1
Kihihi_48BarcodeTest_50maxCOI/48_38.txt	C	789	5	3	4.86463	2	19
Kihihi_48BarcodeTest_50maxCOI/48_38.txt	C	790	3	3	1.54521	2	7
Kihihi_48BarcodeTest_50maxCOI/48_38.txt	C	791	3	3	2.51795	2	10
Kihihi_48BarcodeTest_50maxCOI/48_38.txt	C	792	1	1	0.49314	1	1
Kihihi_48BarcodeTest_50maxCOI/48_38.txt	C	793	3	1	7.45446	1	30
Kihihi_48BarcodeTest_50maxCOI/48_38.txt	C	794	1	1	0.02628	1	1
Kihihi_48BarcodeTest_50maxCOI/48_38.txt	C	796	5	2	5.73499	1	21
Kihihi_48BarcodeTest_50maxCOI/48_38.txt	C	797	13	6	12.91099	2	46
Kihihi_48BarcodeTest_50maxCOI/48_38.txt	C	798	6	4	4.44572	2	18
Kihihi_48BarcodeTest_50maxCOI/48_38.txt	C	799	1	1	0.17352	1	1
Kihihi_48BarcodeTest_50maxCOI/48_38.txt	C	800	4	3	2.55077	2	11
Kihihi_48BarcodeTest_50maxCOI/48_38.txt	C	801	2	2	2.82376	1	10
Kihihi_48BarcodeTest_50maxCOI/48_38.txt	C	802	5	3	5.05539	2	20
Kihihi_48BarcodeTest_50maxCOI/48_38.txt	C	803	9	7	5.59261	3	24
Kihihi_48BarcodeTest_50maxCOI/48_38.txt	C	804	10	8	6.66837	3	28
Kihihi_48BarcodeTest_50maxCOI/48_38.txt	C	805	7	6	4.39451	3	18
Kihihi_48BarcodeTest_50maxCOI/48_38.txt	C	806	5	2	7.72254	1	32
Kihihi_48BarcodeTest_50maxCOI/48_38.txt	C	807	9	4	10.5478	2	41
Kihihi_48BarcodeTest_50maxCOI/48_38.txt	C	808	8	6	7.99736	2	32
Kihihi_48BarcodeTest_50maxCOI/48_38.txt	C	809	1	1	0.06356	1	1
Kihihi_48BarcodeTest_50maxCOI/48_38.txt	C	810	3	2	4.28964	2	14
Kihihi_48BarcodeTest_50maxCOI/48_38.txt	C	811	10	8	6.90128	4	31
Kihihi_48BarcodeTest_50maxCOI/48_38.txt	C	812	3	2	1.10704	2	6
Kihihi_48BarcodeTest_50maxCOI/48_38.txt	C	813	2	2	0.74682	1	4
Kihihi_48BarcodeTest_50maxCOI/48_38.txt	C	814	3	2	3.63987	1	14
Kihihi_48BarcodeTest_50maxCOI/48_38.txt	C	815	2	2	1.21459	1	6
Kihihi_48BarcodeTest_50maxCOI/48_38.txt	C	816	1	1	0.05029	1	1
Kihihi_48BarcodeTest_50maxCOI/48_38.txt	C	817	1	1	0.68999	1	1
Kihihi_48BarcodeTest_50maxCOI/48_38.txt	C	818	8	3	11.08408	1	42
Kihihi_48BarcodeTest_50maxCOI/48_38.txt	C	819	3	2	3.14293	1	11
Kihihi_48BarcodeTest_50maxCOI/48_38.txt	C	820	1	1	1.35816	1	4
Kihihi_48BarcodeTest_50maxCOI/48_38.txt	C	821	2	2	0.68308	1	3
Kihihi_48BarcodeTest_50maxCOI/48_38.txt	C	822	2	2	0.89417	1	4
Kihihi_48BarcodeTest_50maxCOI/48_38.txt	C	823	6	4	6.90722	2	31
Kihihi_48BarcodeTest_50maxCOI/48_38.txt	C	824	7	4	6.52806	2	25
Kihihi_48BarcodeTest_50maxCOI/48_38.txt	C	825	2	2	1.43711	1	6
Kihihi_48BarcodeTest_50maxCOI/48_38.txt	C	826	12	5	12.53322	2	44
Kihihi_48BarcodeTest_50maxCOI/48_38.txt	C	827	12	8	10.34681	2	41
Kihihi_48BarcodeTest_50maxCOI/48_38.txt	C	828	1	1	0.15223	1	1
Kihihi_48BarcodeTest_50maxCOI/48_38.txt	C	829	3	2	2.19676	2	10
Kihihi_48BarcodeTest_50maxCOI/48_38.txt	C	830	1	1	0.09625	1	1
Kihihi_48BarcodeTest_50maxCOI/48_38.txt	C	831	4	3	1.84794	2	9
Kihihi_48BarcodeTest_50maxCOI/48_38.txt	C	832	5	3	5.91295	2	23
