file	CorP	name	mean	median	sd	quantile0.025	quantile0.975
Kihihi_48BarcodeTest_50maxCOI/48_12.txt	C	744	1	1	0.61616	1	1
Kihihi_48BarcodeTest_50maxCOI/48_12.txt	C	745	6	3	5.93662	2	23
Kihihi_48BarcodeTest_50maxCOI/48_12.txt	C	746	13	7	13.16574	1	45
Kihihi_48BarcodeTest_50maxCOI/48_12.txt	C	747	15	11	13.17163	1	44
Kihihi_48BarcodeTest_50maxCOI/48_12.txt	C	748	12	7	12.51777	1	42
Kihihi_48BarcodeTest_50maxCOI/48_12.txt	C	749	10	6	8.66488	2	30
Kihihi_48BarcodeTest_50maxCOI/48_12.txt	C	751	6	2	7.06159	1	26
Kihihi_48BarcodeTest_50maxCOI/48_12.txt	C	753	2	1	3.0713	1	12
Kihihi_48BarcodeTest_50maxCOI/48_12.txt	C	754	9	5	8.73539	2	36
Kihihi_48BarcodeTest_50maxCOI/48_12.txt	C	755	4	1	5.06989	1	18
Kihihi_48BarcodeTest_50maxCOI/48_12.txt	C	756	2	1	2.7728	1	11
Kihihi_48BarcodeTest_50maxCOI/48_12.txt	C	758	9	2	11.09782	1	38
Kihihi_48BarcodeTest_50maxCOI/48_12.txt	C	759	8	5	7.11966	1	26
Kihihi_48BarcodeTest_50maxCOI/48_12.txt	C	760	1	1	1.76624	1	7
Kihihi_48BarcodeTest_50maxCOI/48_12.txt	C	761	22	19	14.1099	2	49
Kihihi_48BarcodeTest_50maxCOI/48_12.txt	C	762	14	8	13.33403	1	46
Kihihi_48BarcodeTest_50maxCOI/48_12.txt	C	763	4	2	3.50816	1	13
Kihihi_48BarcodeTest_50maxCOI/48_12.txt	C	764	10	5	10.7517	1	41
Kihihi_48BarcodeTest_50maxCOI/48_12.txt	C	765	6	3	5.09706	2	20
Kihihi_48BarcodeTest_50maxCOI/48_12.txt	C	766	5	3	4.97261	1	17
Kihihi_48BarcodeTest_50maxCOI/48_12.txt	C	767	15	11	12.76001	2	44
Kihihi_48BarcodeTest_50maxCOI/48_12.txt	C	768	15	10	12.96204	2	45
Kihihi_48BarcodeTest_50maxCOI/48_12.txt	C	769	16	10	14.06853	2	47
Kihihi_48BarcodeTest_50maxCOI/48_12.txt	C	770	7	4	6.46996	2	25
Kihihi_48BarcodeTest_50maxCOI/48_12.txt	C	771	5	1	5.78732	1	20
Kihihi_48BarcodeTest_50maxCOI/48_12.txt	C	772	3	1	3.8403	1	14
Kihihi_48BarcodeTest_50maxCOI/48_12.txt	C	773	13	9	10.69879	2	39
Kihihi_48BarcodeTest_50maxCOI/48_12.txt	C	774	2	1	3.23982	1	12
Kihihi_48BarcodeTest_50maxCOI/48_12.txt	C	775	4	1	6.24403	1	22
Kihihi_48BarcodeTest_50maxCOI/48_12.txt	C	776	12	7	12.84348	1	45
Kihihi_48BarcodeTest_50maxCOI/48_12.txt	C	777	15	10	11.70059	3	44
Kihihi_48BarcodeTest_50maxCOI/48_12.txt	C	778	6	4	6.57154	1	23
Kihihi_48BarcodeTest_50maxCOI/48_12.txt	C	779	14	10	11.41799	3	42.5249999999942
Kihihi_48BarcodeTest_50maxCOI/48_12.txt	C	780	7	1	8.59507	1	30
Kihihi_48BarcodeTest_50maxCOI/48_12.txt	C	781	20	18	14.50338	2	48
Kihihi_48BarcodeTest_50maxCOI/48_12.txt	C	782	13	7	13.66878	1	45
Kihihi_48BarcodeTest_50maxCOI/48_12.txt	C	783	22	21	14.04765	4	49
Kihihi_48BarcodeTest_50maxCOI/48_12.txt	C	785	21	16	14.11169	4	49
Kihihi_48BarcodeTest_50maxCOI/48_12.txt	C	786	8	4	8.08033	2	30
Kihihi_48BarcodeTest_50maxCOI/48_12.txt	C	787	12	8	11.18956	2	41
Kihihi_48BarcodeTest_50maxCOI/48_12.txt	C	788	6	1	9.34166	1	34
Kihihi_48BarcodeTest_50maxCOI/48_12.txt	C	789	7	4	7.15506	1	26
Kihihi_48BarcodeTest_50maxCOI/48_12.txt	C	790	8	5	7.88602	2	29
Kihihi_48BarcodeTest_50maxCOI/48_12.txt	C	791	18	14	13.38965	3	47
Kihihi_48BarcodeTest_50maxCOI/48_12.txt	C	792	11	7	10.68099	1	38
Kihihi_48BarcodeTest_50maxCOI/48_12.txt	C	793	11	3	12.56147	1	43
Kihihi_48BarcodeTest_50maxCOI/48_12.txt	C	794	4	2	4.45843	1	16
Kihihi_48BarcodeTest_50maxCOI/48_12.txt	C	796	10	6	10.62586	1	39
Kihihi_48BarcodeTest_50maxCOI/48_12.txt	C	797	25	25	15.53067	2	49
Kihihi_48BarcodeTest_50maxCOI/48_12.txt	C	798	11	7	10.5298	2	37
Kihihi_48BarcodeTest_50maxCOI/48_12.txt	C	799	6	1	7.81655	1	27
Kihihi_48BarcodeTest_50maxCOI/48_12.txt	C	800	15	10	11.69753	2	42
Kihihi_48BarcodeTest_50maxCOI/48_12.txt	C	801	8	3	8.69399	1	30
Kihihi_48BarcodeTest_50maxCOI/48_12.txt	C	802	6	3	5.53041	2	21
Kihihi_48BarcodeTest_50maxCOI/48_12.txt	C	803	21	17	14.33996	4	48
Kihihi_48BarcodeTest_50maxCOI/48_12.txt	C	804	15	10	11.76744	3	44
Kihihi_48BarcodeTest_50maxCOI/48_12.txt	C	805	17	12	13.52391	3	47
Kihihi_48BarcodeTest_50maxCOI/48_12.txt	C	806	16	11	14.36628	2	47
Kihihi_48BarcodeTest_50maxCOI/48_12.txt	C	807	16	11	13.35976	2	46
Kihihi_48BarcodeTest_50maxCOI/48_12.txt	C	808	16	12	11.22198	3	42
Kihihi_48BarcodeTest_50maxCOI/48_12.txt	C	809	4	1	5.14354	1	18
Kihihi_48BarcodeTest_50maxCOI/48_12.txt	C	810	10	4	10.90582	1	41
Kihihi_48BarcodeTest_50maxCOI/48_12.txt	C	811	20	15	13.8122	4	48
Kihihi_48BarcodeTest_50maxCOI/48_12.txt	C	812	18	13	15.48684	2	48
Kihihi_48BarcodeTest_50maxCOI/48_12.txt	C	813	8	4	7.33455	2	27
Kihihi_48BarcodeTest_50maxCOI/48_12.txt	C	814	13	9	12.03061	2	43
Kihihi_48BarcodeTest_50maxCOI/48_12.txt	C	815	7	4	6.01263	2	22
Kihihi_48BarcodeTest_50maxCOI/48_12.txt	C	816	7	1	8.62307	1	29
Kihihi_48BarcodeTest_50maxCOI/48_12.txt	C	817	6	1	7.58432	1	27
Kihihi_48BarcodeTest_50maxCOI/48_12.txt	C	820	8	4	7.5039	1	28
