file	CorP	name	mean	median	sd	quantile0.025	quantile0.975
Kihihi_96BarcodeTest_50maxCOI/96_83.txt	C	744	1	1	0	1	1
Kihihi_96BarcodeTest_50maxCOI/96_83.txt	C	745	3	2	0.8052	2	5
Kihihi_96BarcodeTest_50maxCOI/96_83.txt	C	746	2	2	0.28108	1	3
Kihihi_96BarcodeTest_50maxCOI/96_83.txt	C	747	1	1	0.15442	1	1
Kihihi_96BarcodeTest_50maxCOI/96_83.txt	C	748	1	1	0.13923	1	1
Kihihi_96BarcodeTest_50maxCOI/96_83.txt	C	749	2	2	0.33902	2	3
Kihihi_96BarcodeTest_50maxCOI/96_83.txt	C	750	4	2	3.38462	2	14
Kihihi_96BarcodeTest_50maxCOI/96_83.txt	C	751	2	2	0.39251	1	2
Kihihi_96BarcodeTest_50maxCOI/96_83.txt	C	752	4	4	2.87013	2	12
Kihihi_96BarcodeTest_50maxCOI/96_83.txt	C	753	1	1	0	1	1
Kihihi_96BarcodeTest_50maxCOI/96_83.txt	C	754	2	2	0.75248	2	4
Kihihi_96BarcodeTest_50maxCOI/96_83.txt	C	755	1	1	0.01225	1	1
Kihihi_96BarcodeTest_50maxCOI/96_83.txt	C	756	2	2	0.5463	2	4
Kihihi_96BarcodeTest_50maxCOI/96_83.txt	C	757	1	1	0.49781	1	2
Kihihi_96BarcodeTest_50maxCOI/96_83.txt	C	758	1	1	0.00949	1	1
Kihihi_96BarcodeTest_50maxCOI/96_83.txt	C	759	1	1	0.28058	1	2
Kihihi_96BarcodeTest_50maxCOI/96_83.txt	C	760	1	1	0	1	1
Kihihi_96BarcodeTest_50maxCOI/96_83.txt	C	761	2	1	0.87344	1	4
Kihihi_96BarcodeTest_50maxCOI/96_83.txt	C	762	2	2	0.49953	1	2
Kihihi_96BarcodeTest_50maxCOI/96_83.txt	C	763	2	2	0.19045	1	2
Kihihi_96BarcodeTest_50maxCOI/96_83.txt	C	764	2	2	0.58654	1	3
Kihihi_96BarcodeTest_50maxCOI/96_83.txt	C	765	2	2	0.41991	2	3
Kihihi_96BarcodeTest_50maxCOI/96_83.txt	C	766	1	1	0.39153	1	2
Kihihi_96BarcodeTest_50maxCOI/96_83.txt	C	767	2	2	0.29445	2	3
Kihihi_96BarcodeTest_50maxCOI/96_83.txt	C	768	3	2	0.82673	2	5
Kihihi_96BarcodeTest_50maxCOI/96_83.txt	C	769	4	3	1.14438	2	6
Kihihi_96BarcodeTest_50maxCOI/96_83.txt	C	770	2	2	0.42938	2	3
Kihihi_96BarcodeTest_50maxCOI/96_83.txt	C	771	1	1	0.18814	1	2
Kihihi_96BarcodeTest_50maxCOI/96_83.txt	C	772	1	1	0.38054	1	2
Kihihi_96BarcodeTest_50maxCOI/96_83.txt	C	773	3	2	0.81726	2	5
Kihihi_96BarcodeTest_50maxCOI/96_83.txt	C	774	1	1	0.00633	1	1
Kihihi_96BarcodeTest_50maxCOI/96_83.txt	C	775	1	1	0	1	1
Kihihi_96BarcodeTest_50maxCOI/96_83.txt	C	776	2	2	0.97926	1	5
Kihihi_96BarcodeTest_50maxCOI/96_83.txt	C	777	4	4	1.46892	2	8
Kihihi_96BarcodeTest_50maxCOI/96_83.txt	C	778	2	2	0.49359	1	2
Kihihi_96BarcodeTest_50maxCOI/96_83.txt	C	779	4	4	1.11644	2	7
Kihihi_96BarcodeTest_50maxCOI/96_83.txt	C	780	1	1	0.25083	1	2
Kihihi_96BarcodeTest_50maxCOI/96_83.txt	C	781	2	2	0.74658	2	4
Kihihi_96BarcodeTest_50maxCOI/96_83.txt	C	782	1	1	0.60499	1	2
Kihihi_96BarcodeTest_50maxCOI/96_83.txt	C	783	4	4	1.57633	3	8
Kihihi_96BarcodeTest_50maxCOI/96_83.txt	C	784	2	2	0.86574	2	5
Kihihi_96BarcodeTest_50maxCOI/96_83.txt	C	785	5	5	1.27741	3	8
Kihihi_96BarcodeTest_50maxCOI/96_83.txt	C	786	1	1	0.14024	1	1
Kihihi_96BarcodeTest_50maxCOI/96_83.txt	C	787	5	4	1.9636	2	9
Kihihi_96BarcodeTest_50maxCOI/96_83.txt	C	788	1	1	0.00447	1	1
Kihihi_96BarcodeTest_50maxCOI/96_83.txt	C	789	2	2	0.38394	2	3
Kihihi_96BarcodeTest_50maxCOI/96_83.txt	C	790	2	2	0.50659	2	4
Kihihi_96BarcodeTest_50maxCOI/96_83.txt	C	791	3	3	0.71616	2	4
Kihihi_96BarcodeTest_50maxCOI/96_83.txt	C	792	1	1	0.06402	1	1
Kihihi_96BarcodeTest_50maxCOI/96_83.txt	C	793	1	1	0.11517	1	1
Kihihi_96BarcodeTest_50maxCOI/96_83.txt	C	794	1	1	0.06393	1	1
Kihihi_96BarcodeTest_50maxCOI/96_83.txt	C	795	3	2	1.64286	1	8
Kihihi_96BarcodeTest_50maxCOI/96_83.txt	C	796	2	2	0.47614	2	3
Kihihi_96BarcodeTest_50maxCOI/96_83.txt	C	797	7	6	4.22602	2	18
Kihihi_96BarcodeTest_50maxCOI/96_83.txt	C	798	4	4	1.54179	2	8
Kihihi_96BarcodeTest_50maxCOI/96_83.txt	C	799	1	1	0.02409	1	1
Kihihi_96BarcodeTest_50maxCOI/96_83.txt	C	800	2	2	0.64879	2	4
Kihihi_96BarcodeTest_50maxCOI/96_83.txt	C	801	1	1	0.3107	1	2
Kihihi_96BarcodeTest_50maxCOI/96_83.txt	C	802	2	2	0.2397	2	3
Kihihi_96BarcodeTest_50maxCOI/96_83.txt	C	803	5	5	1.38625	3	8
Kihihi_96BarcodeTest_50maxCOI/96_83.txt	C	804	5	5	1.64362	3	9
Kihihi_96BarcodeTest_50maxCOI/96_83.txt	C	805	5	5	1.38742	3	8
Kihihi_96BarcodeTest_50maxCOI/96_83.txt	C	806	2	2	0.40332	1	3
Kihihi_96BarcodeTest_50maxCOI/96_83.txt	C	807	2	2	0.58036	1	4
Kihihi_96BarcodeTest_50maxCOI/96_83.txt	C	808	4	3	1.42244	2	7
Kihihi_96BarcodeTest_50maxCOI/96_83.txt	C	809	1	1	0.06915	1	1
Kihihi_96BarcodeTest_50maxCOI/96_83.txt	C	810	2	2	0.44766	1	2
Kihihi_96BarcodeTest_50maxCOI/96_83.txt	C	811	7	7	2.13673	4	12
Kihihi_96BarcodeTest_50maxCOI/96_83.txt	C	812	2	2	0.34805	2	3
Kihihi_96BarcodeTest_50maxCOI/96_83.txt	C	813	1	1	0.21341	1	2
Kihihi_96BarcodeTest_50maxCOI/96_83.txt	C	814	2	2	0.48527	1	3
Kihihi_96BarcodeTest_50maxCOI/96_83.txt	C	815	2	2	0.23827	1	2
Kihihi_96BarcodeTest_50maxCOI/96_83.txt	C	816	1	1	0.12375	1	1
Kihihi_96BarcodeTest_50maxCOI/96_83.txt	C	817	1	1	0.03742	1	1
Kihihi_96BarcodeTest_50maxCOI/96_83.txt	C	818	1	1	0.5145	1	2
Kihihi_96BarcodeTest_50maxCOI/96_83.txt	C	819	2	2	0.99544	2	5
Kihihi_96BarcodeTest_50maxCOI/96_83.txt	C	820	2	2	0.50119	1	2
