file	CorP	name	mean	median	sd	quantile0.025	quantile0.975
Kihihi_48BarcodeTest_50maxCOI/48_77.txt	C	744	1	1	0.01141	1	1
Kihihi_48BarcodeTest_50maxCOI/48_77.txt	C	745	6	5	4.73346	2	17
Kihihi_48BarcodeTest_50maxCOI/48_77.txt	C	746	2	2	1.08176	1	5
Kihihi_48BarcodeTest_50maxCOI/48_77.txt	C	747	1	1	1.72371	1	3
Kihihi_48BarcodeTest_50maxCOI/48_77.txt	C	748	1	1	0.27819	1	2
Kihihi_48BarcodeTest_50maxCOI/48_77.txt	C	749	2	2	0.45143	2	3
Kihihi_48BarcodeTest_50maxCOI/48_77.txt	C	751	2	2	0.92377	1	4
Kihihi_48BarcodeTest_50maxCOI/48_77.txt	C	753	1	1	0.02702	1	1
Kihihi_48BarcodeTest_50maxCOI/48_77.txt	C	754	4	3	3.24239	2	13
Kihihi_48BarcodeTest_50maxCOI/48_77.txt	C	755	1	1	0.31161	1	2
Kihihi_48BarcodeTest_50maxCOI/48_77.txt	C	756	4	3	1.76768	2	8
Kihihi_48BarcodeTest_50maxCOI/48_77.txt	C	757	4	2	3.07721	1	12
Kihihi_48BarcodeTest_50maxCOI/48_77.txt	C	758	1	1	0.73249	1	3
Kihihi_48BarcodeTest_50maxCOI/48_77.txt	C	759	1	1	0.07915	1	1
Kihihi_48BarcodeTest_50maxCOI/48_77.txt	C	760	1	1	0.00837	1	1
Kihihi_48BarcodeTest_50maxCOI/48_77.txt	C	762	1	1	0.77322	1	3
Kihihi_48BarcodeTest_50maxCOI/48_77.txt	C	763	2	1	0.62179	1	3
Kihihi_48BarcodeTest_50maxCOI/48_77.txt	C	764	3	3	2.16018	1	9
Kihihi_48BarcodeTest_50maxCOI/48_77.txt	C	765	3	3	1.46206	2	7
Kihihi_48BarcodeTest_50maxCOI/48_77.txt	C	766	1	1	0.2499	1	2
Kihihi_48BarcodeTest_50maxCOI/48_77.txt	C	767	3	2	1.40172	2	7
Kihihi_48BarcodeTest_50maxCOI/48_77.txt	C	768	4	3	2.12186	2	9
Kihihi_48BarcodeTest_50maxCOI/48_77.txt	C	769	11	9	8.73539	4	40
Kihihi_48BarcodeTest_50maxCOI/48_77.txt	C	770	4	3	2.07744	2	9
Kihihi_48BarcodeTest_50maxCOI/48_77.txt	C	771	1	1	0.1708	1	1
Kihihi_48BarcodeTest_50maxCOI/48_77.txt	C	772	1	1	0.66378	1	3
Kihihi_48BarcodeTest_50maxCOI/48_77.txt	C	773	3	3	1.758	2	8
Kihihi_48BarcodeTest_50maxCOI/48_77.txt	C	774	1	1	0.01674	1	1
Kihihi_48BarcodeTest_50maxCOI/48_77.txt	C	775	1	1	0.00316	1	1
Kihihi_48BarcodeTest_50maxCOI/48_77.txt	C	776	3	2	1.98858	1	8
Kihihi_48BarcodeTest_50maxCOI/48_77.txt	C	777	5	4	2.64561	2	12
Kihihi_48BarcodeTest_50maxCOI/48_77.txt	C	778	1	1	0.36156	1	2
Kihihi_48BarcodeTest_50maxCOI/48_77.txt	C	779	5	5	2.57138	2	12
Kihihi_48BarcodeTest_50maxCOI/48_77.txt	C	780	1	1	0.54717	1	3
Kihihi_48BarcodeTest_50maxCOI/48_77.txt	C	781	4	3	3.77155	2	11
Kihihi_48BarcodeTest_50maxCOI/48_77.txt	C	783	15	11	10.27887	4	44
Kihihi_48BarcodeTest_50maxCOI/48_77.txt	C	784	7	5	6.10618	2	25
Kihihi_48BarcodeTest_50maxCOI/48_77.txt	C	785	5	5	2.11968	3	11
Kihihi_48BarcodeTest_50maxCOI/48_77.txt	C	786	2	2	0.61209	1	3
Kihihi_48BarcodeTest_50maxCOI/48_77.txt	C	787	6	5	4.81644	2	20
Kihihi_48BarcodeTest_50maxCOI/48_77.txt	C	788	1	1	0.18686	1	2
Kihihi_48BarcodeTest_50maxCOI/48_77.txt	C	789	3	3	1.59609	2	7
Kihihi_48BarcodeTest_50maxCOI/48_77.txt	C	790	3	3	1.08626	2	6
Kihihi_48BarcodeTest_50maxCOI/48_77.txt	C	791	3	2	1.15235	2	6
Kihihi_48BarcodeTest_50maxCOI/48_77.txt	C	792	1	1	0.17361	1	1
Kihihi_48BarcodeTest_50maxCOI/48_77.txt	C	793	2	1	2.45464	1	9
Kihihi_48BarcodeTest_50maxCOI/48_77.txt	C	794	1	1	0.05175	1	1
Kihihi_48BarcodeTest_50maxCOI/48_77.txt	C	796	2	1	1.67873	1	6
Kihihi_48BarcodeTest_50maxCOI/48_77.txt	C	797	24	22	12.92379	5	49
Kihihi_48BarcodeTest_50maxCOI/48_77.txt	C	798	7	6	3.34636	2	15
Kihihi_48BarcodeTest_50maxCOI/48_77.txt	C	799	1	1	0.05584	1	1
Kihihi_48BarcodeTest_50maxCOI/48_77.txt	C	800	3	2	1.06799	2	6
Kihihi_48BarcodeTest_50maxCOI/48_77.txt	C	801	2	2	0.84512	1	4
Kihihi_48BarcodeTest_50maxCOI/48_77.txt	C	802	4	3	2.57546	2	11
Kihihi_48BarcodeTest_50maxCOI/48_77.txt	C	803	6	6	2.93879	3	14
Kihihi_48BarcodeTest_50maxCOI/48_77.txt	C	804	7	6	3.69374	3	17
Kihihi_48BarcodeTest_50maxCOI/48_77.txt	C	805	7	7	3.63357	3	16
Kihihi_48BarcodeTest_50maxCOI/48_77.txt	C	806	9	3	12.44947	1	45
Kihihi_48BarcodeTest_50maxCOI/48_77.txt	C	807	6	3	5.7058	2	24
Kihihi_48BarcodeTest_50maxCOI/48_77.txt	C	808	8	7	5.69691	2	23
Kihihi_48BarcodeTest_50maxCOI/48_77.txt	C	809	1	1	0.08339	1	1
Kihihi_48BarcodeTest_50maxCOI/48_77.txt	C	810	3	2	1.61054	1	7
Kihihi_48BarcodeTest_50maxCOI/48_77.txt	C	811	14	12	7.37999	5	33
Kihihi_48BarcodeTest_50maxCOI/48_77.txt	C	812	3	2	0.88929	2	5
Kihihi_48BarcodeTest_50maxCOI/48_77.txt	C	813	1	1	0.43927	1	2
Kihihi_48BarcodeTest_50maxCOI/48_77.txt	C	814	2	2	0.62898	1	4
Kihihi_48BarcodeTest_50maxCOI/48_77.txt	C	815	2	2	0.84591	1	4
Kihihi_48BarcodeTest_50maxCOI/48_77.txt	C	816	1	1	0.23884	1	1
Kihihi_48BarcodeTest_50maxCOI/48_77.txt	C	817	1	1	0.40559	1	2
Kihihi_48BarcodeTest_50maxCOI/48_77.txt	C	819	4	3	3.7718	2	13
Kihihi_48BarcodeTest_50maxCOI/48_77.txt	C	820	2	2	0.79609	1	4
Kihihi_48BarcodeTest_50maxCOI/48_77.txt	C	821	2	1	0.58516	1	3
Kihihi_48BarcodeTest_50maxCOI/48_77.txt	C	822	1	1	0.59726	1	3
Kihihi_48BarcodeTest_50maxCOI/48_77.txt	C	823	3	2	1.76961	1	7
Kihihi_48BarcodeTest_50maxCOI/48_77.txt	C	824	3	3	1.87616	2	9
Kihihi_48BarcodeTest_50maxCOI/48_77.txt	C	825	1	1	0.41132	1	1
Kihihi_48BarcodeTest_50maxCOI/48_77.txt	C	826	3	2	2.3128	1	10
Kihihi_48BarcodeTest_50maxCOI/48_77.txt	C	828	1	1	0.22979	1	2
Kihihi_48BarcodeTest_50maxCOI/48_77.txt	C	829	2	2	1.17515	1	6
Kihihi_48BarcodeTest_50maxCOI/48_77.txt	C	830	1	1	0.1919	1	1
Kihihi_48BarcodeTest_50maxCOI/48_77.txt	C	831	4	4	1.38451	2	7
Kihihi_48BarcodeTest_50maxCOI/48_77.txt	C	832	3	3	1.78139	2	8
Kihihi_48BarcodeTest_50maxCOI/48_77.txt	C	833	1	1	0.58795	1	3
Kihihi_48BarcodeTest_50maxCOI/48_77.txt	C	834	2	2	0.5237	2	4
Kihihi_48BarcodeTest_50maxCOI/48_77.txt	C	835	1	1	0.27239	1	2
Kihihi_48BarcodeTest_50maxCOI/48_77.txt	C	836	5	4	2.86838	2	12
Kihihi_48BarcodeTest_50maxCOI/48_77.txt	C	837	4	3	2.91868	2	11
Kihihi_48BarcodeTest_50maxCOI/48_77.txt	C	838	7	5	6.02884	2	24
Kihihi_48BarcodeTest_50maxCOI/48_77.txt	C	839	4	3	1.77874	2	8
Kihihi_48BarcodeTest_50maxCOI/48_77.txt	C	840	5	4	3.4647	2	14
Kihihi_48BarcodeTest_50maxCOI/48_77.txt	C	841	1	1	0.38599	1	2
Kihihi_48BarcodeTest_50maxCOI/48_77.txt	C	842	2	2	0.6592	1	4
Kihihi_48BarcodeTest_50maxCOI/48_77.txt	C	843	2	2	1.64017	1	6
Kihihi_48BarcodeTest_50maxCOI/48_77.txt	C	844	3	3	1.25283	2	6
Kihihi_48BarcodeTest_50maxCOI/48_77.txt	C	845	3	2	1.30953	2	6
Kihihi_48BarcodeTest_50maxCOI/48_77.txt	C	846	27	27	12.83086	6	49
Kihihi_48BarcodeTest_50maxCOI/48_77.txt	C	847	5	5	2.33956	2	11
Kihihi_48BarcodeTest_50maxCOI/48_77.txt	C	848	5	5	2.38666	2	11
Kihihi_48BarcodeTest_50maxCOI/48_77.txt	C	849	12	10	9.56157	2	38
Kihihi_48BarcodeTest_50maxCOI/48_77.txt	C	850	1	1	0.08917	1	1
Kihihi_48BarcodeTest_50maxCOI/48_77.txt	C	851	1	1	0.42995	1	1
Kihihi_48BarcodeTest_50maxCOI/48_77.txt	C	852	4	3	2.08008	2	9
Kihihi_48BarcodeTest_50maxCOI/48_77.txt	C	853	12	10	6.71447	4	30
Kihihi_48BarcodeTest_50maxCOI/48_77.txt	C	854	4	3	1.39886	2	7
Kihihi_48BarcodeTest_50maxCOI/48_77.txt	C	855	3	2	1.03725	2	5
Kihihi_48BarcodeTest_50maxCOI/48_77.txt	C	856	2	2	0.66359	1	3
Kihihi_48BarcodeTest_50maxCOI/48_77.txt	C	857	1	1	0.01304	1	1
Kihihi_48BarcodeTest_50maxCOI/48_77.txt	C	858	8	7	4.40135	3	19
Kihihi_48BarcodeTest_50maxCOI/48_77.txt	C	859	4	3	2.38694	2	10
Kihihi_48BarcodeTest_50maxCOI/48_77.txt	C	860	2	2	0.86228	2	5
Kihihi_48BarcodeTest_50maxCOI/48_77.txt	C	861	1	1	0.03099	1	1
Kihihi_48BarcodeTest_50maxCOI/48_77.txt	C	862	5	5	3.12179	2	14
Kihihi_48BarcodeTest_50maxCOI/48_77.txt	C	863	4	4	1.86408	2	9
Kihihi_48BarcodeTest_50maxCOI/48_77.txt	C	864	2	2	0.65881	1	3
Kihihi_48BarcodeTest_50maxCOI/48_77.txt	C	865	3	2	1.13765	2	6
Kihihi_48BarcodeTest_50maxCOI/48_77.txt	C	866	1	1	0.40021	1	2
Kihihi_48BarcodeTest_50maxCOI/48_77.txt	C	867	2	2	0.83773	1	4
Kihihi_48BarcodeTest_50maxCOI/48_77.txt	C	868	7	6	3.19418	3	15
Kihihi_48BarcodeTest_50maxCOI/48_77.txt	P	assay87	0.911432208688689	0.914628	0.0297	0.844259	0.959834
