file	CorP	name	mean	median	sd	quantile0.025	quantile0.975
Kihihi_96BarcodeTest_50maxCOI/96_39.txt	C	744	1	1	0	1	1
Kihihi_96BarcodeTest_50maxCOI/96_39.txt	C	745	3	3	1.1201	2	6
Kihihi_96BarcodeTest_50maxCOI/96_39.txt	C	746	2	2	0.44546	1	3
Kihihi_96BarcodeTest_50maxCOI/96_39.txt	C	747	2	2	0.96443	1	5
Kihihi_96BarcodeTest_50maxCOI/96_39.txt	C	748	1	1	0.27354	1	2
Kihihi_96BarcodeTest_50maxCOI/96_39.txt	C	749	2	2	0.55407	2	4
Kihihi_96BarcodeTest_50maxCOI/96_39.txt	C	750	8	6	6.90231	2	28
Kihihi_96BarcodeTest_50maxCOI/96_39.txt	C	751	2	2	0.25897	2	3
Kihihi_96BarcodeTest_50maxCOI/96_39.txt	C	752	14	10	10.67381	2	41
Kihihi_96BarcodeTest_50maxCOI/96_39.txt	C	753	1	1	0	1	1
Kihihi_96BarcodeTest_50maxCOI/96_39.txt	C	754	3	3	1.68386	2	8
Kihihi_96BarcodeTest_50maxCOI/96_39.txt	C	755	1	1	0.01141	1	1
Kihihi_96BarcodeTest_50maxCOI/96_39.txt	C	756	3	2	0.98297	2	5
Kihihi_96BarcodeTest_50maxCOI/96_39.txt	C	757	2	1	0.86502	1	4
Kihihi_96BarcodeTest_50maxCOI/96_39.txt	C	758	1	1	0.30226	1	2
Kihihi_96BarcodeTest_50maxCOI/96_39.txt	C	759	1	1	0.3783	1	2
Kihihi_96BarcodeTest_50maxCOI/96_39.txt	C	760	1	1	0	1	1
Kihihi_96BarcodeTest_50maxCOI/96_39.txt	C	761	4	2	3.02632	1	13
Kihihi_96BarcodeTest_50maxCOI/96_39.txt	C	762	2	2	0.54684	1	3
Kihihi_96BarcodeTest_50maxCOI/96_39.txt	C	763	2	2	0.18729	2	3
Kihihi_96BarcodeTest_50maxCOI/96_39.txt	C	764	2	2	0.62416	1	3
Kihihi_96BarcodeTest_50maxCOI/96_39.txt	C	765	3	2	0.77007	2	4
Kihihi_96BarcodeTest_50maxCOI/96_39.txt	C	766	1	1	0.55267	1	2
Kihihi_96BarcodeTest_50maxCOI/96_39.txt	C	767	3	2	1.10623	2	6
Kihihi_96BarcodeTest_50maxCOI/96_39.txt	C	768	3	3	1.40413	2	7
Kihihi_96BarcodeTest_50maxCOI/96_39.txt	C	769	6	5	2.79915	3	13
Kihihi_96BarcodeTest_50maxCOI/96_39.txt	C	770	2	2	0.60554	2	4
Kihihi_96BarcodeTest_50maxCOI/96_39.txt	C	771	1	1	0.46156	1	2
Kihihi_96BarcodeTest_50maxCOI/96_39.txt	C	772	1	1	0.55471	1	2
Kihihi_96BarcodeTest_50maxCOI/96_39.txt	C	773	4	3	1.52526	2	7
Kihihi_96BarcodeTest_50maxCOI/96_39.txt	C	774	1	1	0.01096	1	1
Kihihi_96BarcodeTest_50maxCOI/96_39.txt	C	775	1	1	0.01	1	1
Kihihi_96BarcodeTest_50maxCOI/96_39.txt	C	776	4	2	2.63364	2	11
Kihihi_96BarcodeTest_50maxCOI/96_39.txt	C	777	5	4	1.86261	2	9
Kihihi_96BarcodeTest_50maxCOI/96_39.txt	C	778	2	2	0.49576	1	3
Kihihi_96BarcodeTest_50maxCOI/96_39.txt	C	779	5	5	2.01626	3	10
Kihihi_96BarcodeTest_50maxCOI/96_39.txt	C	780	1	1	0.50118	1	2
Kihihi_96BarcodeTest_50maxCOI/96_39.txt	C	781	5	3	3.43436	2	14
