file	CorP	name	mean	median	sd	quantile0.025	quantile0.975
Kihihi_96BarcodeTest_50maxCOI/96_51.txt	C	744	1	1	0	1	1
Kihihi_96BarcodeTest_50maxCOI/96_51.txt	C	745	3	3	1.29764	2	7
Kihihi_96BarcodeTest_50maxCOI/96_51.txt	C	746	2	2	0.53603	1	4
Kihihi_96BarcodeTest_50maxCOI/96_51.txt	C	747	2	2	0.87226	1	4
Kihihi_96BarcodeTest_50maxCOI/96_51.txt	C	748	1	1	0.14101	1	1
Kihihi_96BarcodeTest_50maxCOI/96_51.txt	C	749	2	2	0.41091	2	3
Kihihi_96BarcodeTest_50maxCOI/96_51.txt	C	750	8	7	5.85363	2	22
Kihihi_96BarcodeTest_50maxCOI/96_51.txt	C	751	2	2	0.42411	2	3
Kihihi_96BarcodeTest_50maxCOI/96_51.txt	C	752	13	11	8.80339	3	37
Kihihi_96BarcodeTest_50maxCOI/96_51.txt	C	753	1	1	0	1	1
Kihihi_96BarcodeTest_50maxCOI/96_51.txt	C	754	3	3	1.54212	2	7
Kihihi_96BarcodeTest_50maxCOI/96_51.txt	C	755	1	1	0.07231	1	1
Kihihi_96BarcodeTest_50maxCOI/96_51.txt	C	756	3	3	1.13251	2	6
Kihihi_96BarcodeTest_50maxCOI/96_51.txt	C	757	2	2	1.20324	1	5
Kihihi_96BarcodeTest_50maxCOI/96_51.txt	C	758	1	1	0.35506	1	2
Kihihi_96BarcodeTest_50maxCOI/96_51.txt	C	759	1	1	0.56898	1	3
Kihihi_96BarcodeTest_50maxCOI/96_51.txt	C	760	1	1	0	1	1
Kihihi_96BarcodeTest_50maxCOI/96_51.txt	C	761	4	3	2.39981	1	10
Kihihi_96BarcodeTest_50maxCOI/96_51.txt	C	762	2	2	0.69062	1	4
Kihihi_96BarcodeTest_50maxCOI/96_51.txt	C	763	2	2	0.20239	2	3
Kihihi_96BarcodeTest_50maxCOI/96_51.txt	C	764	2	2	0.62661	1	3
Kihihi_96BarcodeTest_50maxCOI/96_51.txt	C	765	3	3	0.89795	2	5
Kihihi_96BarcodeTest_50maxCOI/96_51.txt	C	766	2	2	0.5707	1	3
Kihihi_96BarcodeTest_50maxCOI/96_51.txt	C	767	3	2	1.2165	2	6
Kihihi_96BarcodeTest_50maxCOI/96_51.txt	C	768	4	3	1.49149	2	7
Kihihi_96BarcodeTest_50maxCOI/96_51.txt	C	769	7	6	2.9595	3	14
Kihihi_96BarcodeTest_50maxCOI/96_51.txt	C	770	2	2	0.7571	2	4
Kihihi_96BarcodeTest_50maxCOI/96_51.txt	C	771	1	1	0.51714	1	2
Kihihi_96BarcodeTest_50maxCOI/96_51.txt	C	772	1	1	0.54238	1	2
Kihihi_96BarcodeTest_50maxCOI/96_51.txt	C	773	3	3	1.29626	2	7
Kihihi_96BarcodeTest_50maxCOI/96_51.txt	C	774	1	1	0.10271	1	1
Kihihi_96BarcodeTest_50maxCOI/96_51.txt	C	775	1	1	0.01	1	1
Kihihi_96BarcodeTest_50maxCOI/96_51.txt	C	776	3	2	1.92064	1	9
Kihihi_96BarcodeTest_50maxCOI/96_51.txt	C	777	4	4	1.59285	2	8
Kihihi_96BarcodeTest_50maxCOI/96_51.txt	C	778	2	2	0.59318	1	3
Kihihi_96BarcodeTest_50maxCOI/96_51.txt	C	779	5	5	1.78352	3	9
Kihihi_96BarcodeTest_50maxCOI/96_51.txt	C	780	2	1	0.55801	1	2
Kihihi_96BarcodeTest_50maxCOI/96_51.txt	C	781	4	3	2.43827	2	10
Kihihi_96BarcodeTest_50maxCOI/96_51.txt	C	782	2	1	1.29862	1	5
Kihihi_96BarcodeTest_50maxCOI/96_51.txt	C	783	5	5	2.80876	3	13
Kihihi_96BarcodeTest_50maxCOI/96_51.txt	C	784	3	2	1.53179	2	7
Kihihi_96BarcodeTest_50maxCOI/96_51.txt	C	785	6	6	1.89141	3	11
Kihihi_96BarcodeTest_50maxCOI/96_51.txt	C	786	2	2	0.66246	1	3
Kihihi_96BarcodeTest_50maxCOI/96_51.txt	C	787	4	4	2.11446	2	10
Kihihi_96BarcodeTest_50maxCOI/96_51.txt	C	788	1	1	0.04346	1	1
Kihihi_96BarcodeTest_50maxCOI/96_51.txt	C	789	3	2	0.82194	2	5
Kihihi_96BarcodeTest_50maxCOI/96_51.txt	C	790	3	3	0.95029	2	5
Kihihi_96BarcodeTest_50maxCOI/96_51.txt	C	791	3	3	0.95412	2	5
Kihihi_96BarcodeTest_50maxCOI/96_51.txt	C	792	1	1	0.43201	1	2
Kihihi_96BarcodeTest_50maxCOI/96_51.txt	C	793	1	1	0.58021	1	2
Kihihi_96BarcodeTest_50maxCOI/96_51.txt	C	794	1	1	0.23093	1	2
Kihihi_96BarcodeTest_50maxCOI/96_51.txt	C	795	6	4	4.86186	2	19
Kihihi_96BarcodeTest_50maxCOI/96_51.txt	C	796	2	2	0.87609	1	5
Kihihi_96BarcodeTest_50maxCOI/96_51.txt	C	797	14	13	6.46191	5	30
Kihihi_96BarcodeTest_50maxCOI/96_51.txt	C	798	5	4	1.80527	2	9
Kihihi_96BarcodeTest_50maxCOI/96_51.txt	C	799	1	1	0.14182	1	1
Kihihi_96BarcodeTest_50maxCOI/96_51.txt	C	800	3	3	0.93605	2	5
Kihihi_96BarcodeTest_50maxCOI/96_51.txt	C	801	1	1	0.36451	1	2
Kihihi_96BarcodeTest_50maxCOI/96_51.txt	C	802	2	2	0.46503	2	3
Kihihi_96BarcodeTest_50maxCOI/96_51.txt	C	803	6	5	1.84897	3	10
Kihihi_96BarcodeTest_50maxCOI/96_51.txt	C	804	5	5	1.77331	3	10
Kihihi_96BarcodeTest_50maxCOI/96_51.txt	C	805	6	6	2.03725	4	11
Kihihi_96BarcodeTest_50maxCOI/96_51.txt	C	806	2	2	1.34468	2	6
Kihihi_96BarcodeTest_50maxCOI/96_51.txt	C	807	3	2	1.19282	2	6
Kihihi_96BarcodeTest_50maxCOI/96_51.txt	C	808	4	4	2.26415	2	10
Kihihi_96BarcodeTest_50maxCOI/96_51.txt	C	809	1	1	0.11545	1	1
Kihihi_96BarcodeTest_50maxCOI/96_51.txt	C	810	2	2	0.5832	1	4
Kihihi_96BarcodeTest_50maxCOI/96_51.txt	C	811	8	7	2.47017	4	14
Kihihi_96BarcodeTest_50maxCOI/96_51.txt	C	812	2	2	0.83221	2	5
Kihihi_96BarcodeTest_50maxCOI/96_51.txt	C	813	1	1	0.34121	1	2
Kihihi_96BarcodeTest_50maxCOI/96_51.txt	C	814	3	2	1.085	2	6
Kihihi_96BarcodeTest_50maxCOI/96_51.txt	C	815	2	2	0.30414	2	3
Kihihi_96BarcodeTest_50maxCOI/96_51.txt	C	816	1	1	0.53192	1	2
Kihihi_96BarcodeTest_50maxCOI/96_51.txt	C	817	1	1	0.3169	1	2
Kihihi_96BarcodeTest_50maxCOI/96_51.txt	C	818	2	1	1.85195	1	7
Kihihi_96BarcodeTest_50maxCOI/96_51.txt	C	819	4	3	2.35663	2	10
Kihihi_96BarcodeTest_50maxCOI/96_51.txt	C	820	2	2	0.49203	1	3
Kihihi_96BarcodeTest_50maxCOI/96_51.txt	C	821	2	2	0.21048	2	2
Kihihi_96BarcodeTest_50maxCOI/96_51.txt	C	822	1	1	0.50643	1	2
Kihihi_96BarcodeTest_50maxCOI/96_51.txt	C	823	3	3	1.34007	1	6
Kihihi_96BarcodeTest_50maxCOI/96_51.txt	C	824	5	4	2.79078	2	12
Kihihi_96BarcodeTest_50maxCOI/96_51.txt	C	825	1	1	0.41023	1	2
Kihihi_96BarcodeTest_50maxCOI/96_51.txt	C	826	2	2	0.92487	2	5
Kihihi_96BarcodeTest_50maxCOI/96_51.txt	C	827	6	5	3.37025	2	15
Kihihi_96BarcodeTest_50maxCOI/96_51.txt	C	828	1	1	0.02983	1	1
Kihihi_96BarcodeTest_50maxCOI/96_51.txt	C	829	2	2	0.52676	2	4
Kihihi_96BarcodeTest_50maxCOI/96_51.txt	C	830	1	1	0.14954	1	1
Kihihi_96BarcodeTest_50maxCOI/96_51.txt	C	831	4	4	1.339	3	8
Kihihi_96BarcodeTest_50maxCOI/96_51.txt	C	832	3	2	1.78939	2	8
Kihihi_96BarcodeTest_50maxCOI/96_51.txt	C	833	1	1	0.34292	1	2
Kihihi_96BarcodeTest_50maxCOI/96_51.txt	C	834	2	2	0.28929	2	3
Kihihi_96BarcodeTest_50maxCOI/96_51.txt	C	835	1	1	0.42857	1	2
Kihihi_96BarcodeTest_50maxCOI/96_51.txt	C	836	3	3	1.27036	2	6
Kihihi_96BarcodeTest_50maxCOI/96_51.txt	C	837	2	2	0.78156	2	5
Kihihi_96BarcodeTest_50maxCOI/96_51.txt	C	838	8	7	5.73981	2	24
Kihihi_96BarcodeTest_50maxCOI/96_51.txt	C	839	4	4	1.40657	2	8
Kihihi_96BarcodeTest_50maxCOI/96_51.txt	C	840	4	4	2.42014	2	10
Kihihi_96BarcodeTest_50maxCOI/96_51.txt	C	841	1	1	0.31442	1	2
Kihihi_96BarcodeTest_50maxCOI/96_51.txt	C	842	1	1	0.3712	1	2
Kihihi_96BarcodeTest_50maxCOI/96_51.txt	C	843	2	2	0.67707	1	3
Kihihi_96BarcodeTest_50maxCOI/96_51.txt	C	844	3	3	0.91835	2	5
Kihihi_96BarcodeTest_50maxCOI/96_51.txt	C	845	3	3	1.56949	2	7
Kihihi_96BarcodeTest_50maxCOI/96_51.txt	C	846	15	14	8.87763	2	36
Kihihi_96BarcodeTest_50maxCOI/96_51.txt	C	847	4	3	1.12945	2	6
Kihihi_96BarcodeTest_50maxCOI/96_51.txt	C	848	4	4	1.30128	2	7
Kihihi_96BarcodeTest_50maxCOI/96_51.txt	C	849	4	4	1.97654	2	9
Kihihi_96BarcodeTest_50maxCOI/96_51.txt	C	850	1	1	0.0523	1	1
Kihihi_96BarcodeTest_50maxCOI/96_51.txt	C	851	2	1	1.237	1	5
Kihihi_96BarcodeTest_50maxCOI/96_51.txt	C	852	2	2	0.56335	2	4
Kihihi_96BarcodeTest_50maxCOI/96_51.txt	C	853	9	8	3.9158	4	19
Kihihi_96BarcodeTest_50maxCOI/96_51.txt	C	854	3	3	0.84894	2	5
Kihihi_96BarcodeTest_50maxCOI/96_51.txt	C	855	3	3	0.99969	2	6
Kihihi_96BarcodeTest_50maxCOI/96_51.txt	C	856	3	2	1.28877	2	6
Kihihi_96BarcodeTest_50maxCOI/96_51.txt	C	857	1	1	0	1	1
Kihihi_96BarcodeTest_50maxCOI/96_51.txt	C	858	9	8	4.05886	4	20
Kihihi_96BarcodeTest_50maxCOI/96_51.txt	C	859	2	2	0.42724	2	3
Kihihi_96BarcodeTest_50maxCOI/96_51.txt	C	860	2	2	0.52413	2	4
Kihihi_96BarcodeTest_50maxCOI/96_51.txt	C	861	1	1	0.05508	1	1
Kihihi_96BarcodeTest_50maxCOI/96_51.txt	C	862	4	3	1.44378	2	7
Kihihi_96BarcodeTest_50maxCOI/96_51.txt	C	863	3	3	1.11274	2	6
