file	CorP	name	mean	median	sd	quantile0.025	quantile0.975
Kihihi_96BarcodeTest_50maxCOI/96_89.txt	C	744	1	1	0	1	1
Kihihi_96BarcodeTest_50maxCOI/96_89.txt	C	745	3	3	0.89875	2	5
Kihihi_96BarcodeTest_50maxCOI/96_89.txt	C	746	2	2	0.39615	1	2
Kihihi_96BarcodeTest_50maxCOI/96_89.txt	C	747	1	1	0.51364	1	2
Kihihi_96BarcodeTest_50maxCOI/96_89.txt	C	748	1	1	0.11361	1	1
Kihihi_96BarcodeTest_50maxCOI/96_89.txt	C	749	2	2	0.36062	2	3
Kihihi_96BarcodeTest_50maxCOI/96_89.txt	C	750	4	3	3.52982	2	14
Kihihi_96BarcodeTest_50maxCOI/96_89.txt	C	751	2	2	0.47585	1	2
Kihihi_96BarcodeTest_50maxCOI/96_89.txt	C	752	6	4	4.31902	2	17
Kihihi_96BarcodeTest_50maxCOI/96_89.txt	C	753	1	1	0	1	1
Kihihi_96BarcodeTest_50maxCOI/96_89.txt	C	754	3	2	0.9027	2	5
Kihihi_96BarcodeTest_50maxCOI/96_89.txt	C	755	1	1	0.00837	1	1
Kihihi_96BarcodeTest_50maxCOI/96_89.txt	C	756	2	2	0.5508	2	4
Kihihi_96BarcodeTest_50maxCOI/96_89.txt	C	757	2	2	0.65027	1	3
Kihihi_96BarcodeTest_50maxCOI/96_89.txt	C	758	1	1	0.02829	1	1
Kihihi_96BarcodeTest_50maxCOI/96_89.txt	C	759	1	1	0.52139	1	2
Kihihi_96BarcodeTest_50maxCOI/96_89.txt	C	760	1	1	0	1	1
Kihihi_96BarcodeTest_50maxCOI/96_89.txt	C	761	2	2	0.97576	1	4
Kihihi_96BarcodeTest_50maxCOI/96_89.txt	C	762	2	1	0.54802	1	2
Kihihi_96BarcodeTest_50maxCOI/96_89.txt	C	763	2	2	0.22834	1	2
Kihihi_96BarcodeTest_50maxCOI/96_89.txt	C	764	2	2	0.57712	1	3
Kihihi_96BarcodeTest_50maxCOI/96_89.txt	C	765	2	2	0.52443	2	4
Kihihi_96BarcodeTest_50maxCOI/96_89.txt	C	766	1	1	0.48479	1	2
Kihihi_96BarcodeTest_50maxCOI/96_89.txt	C	767	2	2	0.51611	2	4
Kihihi_96BarcodeTest_50maxCOI/96_89.txt	C	768	3	3	0.97842	2	5
Kihihi_96BarcodeTest_50maxCOI/96_89.txt	C	769	4	4	1.56216	2	8
Kihihi_96BarcodeTest_50maxCOI/96_89.txt	C	770	2	2	0.70579	2	4
Kihihi_96BarcodeTest_50maxCOI/96_89.txt	C	771	1	1	0.41059	1	2
Kihihi_96BarcodeTest_50maxCOI/96_89.txt	C	772	1	1	0.11132	1	1
Kihihi_96BarcodeTest_50maxCOI/96_89.txt	C	773	3	3	0.86974	2	5
Kihihi_96BarcodeTest_50maxCOI/96_89.txt	C	774	1	1	0.0195	1	1
