file	CorP	name	mean	median	sd	quantile0.025	quantile0.975
Kihihi_24BarcodeTest_50maxCOI/24_73.txt	C	744	1	1	0.22867	1	2
Kihihi_24BarcodeTest_50maxCOI/24_73.txt	C	749	4	3	2.31387	2	10
Kihihi_24BarcodeTest_50maxCOI/24_73.txt	C	753	1	1	1.09948	1	1
Kihihi_24BarcodeTest_50maxCOI/24_73.txt	C	755	3	1	6.10206	1	25
Kihihi_24BarcodeTest_50maxCOI/24_73.txt	C	760	1	1	2.29742	1	1
Kihihi_24BarcodeTest_50maxCOI/24_73.txt	C	763	2	2	1.11413	1	5
Kihihi_24BarcodeTest_50maxCOI/24_73.txt	C	771	3	2	2.15686	1	8
Kihihi_24BarcodeTest_50maxCOI/24_73.txt	C	772	4	3	3.05417	2	11
Kihihi_24BarcodeTest_50maxCOI/24_73.txt	C	773	3	1	3.91362	1	13
Kihihi_24BarcodeTest_50maxCOI/24_73.txt	C	774	1	1	1.45332	1	3
Kihihi_24BarcodeTest_50maxCOI/24_73.txt	C	775	1	1	0.51034	1	2
Kihihi_24BarcodeTest_50maxCOI/24_73.txt	C	778	1	1	0.11908	1	1
Kihihi_24BarcodeTest_50maxCOI/24_73.txt	C	779	13	10	9.69179	3	42
Kihihi_24BarcodeTest_50maxCOI/24_73.txt	C	780	1	1	1.42217	1	5
Kihihi_24BarcodeTest_50maxCOI/24_73.txt	C	785	15	13	8.49705	5	38
Kihihi_24BarcodeTest_50maxCOI/24_73.txt	C	786	1	1	1.4331	1	2
Kihihi_24BarcodeTest_50maxCOI/24_73.txt	C	788	1	1	1.56935	1	1
Kihihi_24BarcodeTest_50maxCOI/24_73.txt	C	789	7	6	4.65384	2	20
Kihihi_24BarcodeTest_50maxCOI/24_73.txt	C	790	4	3	2.03863	2	9
Kihihi_24BarcodeTest_50maxCOI/24_73.txt	C	791	20	18	10.70058	5	46
Kihihi_24BarcodeTest_50maxCOI/24_73.txt	C	792	2	1	3.14819	1	13
Kihihi_24BarcodeTest_50maxCOI/24_73.txt	C	794	1	1	0.20759	1	1
Kihihi_24BarcodeTest_50maxCOI/24_73.txt	C	799	1	1	0.53005	1	3
Kihihi_24BarcodeTest_50maxCOI/24_73.txt	C	801	2	2	1.59561	1	6
Kihihi_24BarcodeTest_50maxCOI/24_73.txt	C	802	2	1	1.12181	1	5
